Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1875,21,21/08/2023 19:10,Guaranteed Rate Field,Chicago White Sox,Seattle Mariners,2 - 14
1877,21,21/08/2023 20:40,Oakland Coliseum,Oakland Athletics,Kansas City Royals,6 - 4
1878,21,21/08/2023 20:40,Chase Field,Arizona Diamondbacks,Texas Rangers,4 - 3
1879,21,21/08/2023 20:40,Petco Park,San Diego Padres,Miami Marlins,6 - 2
1880,21,22/08/2023 17:40,Comerica Park,Detroit Tigers,Chicago Cubs,8 - 6
1881,21,22/08/2023 17:40,Tropicana Field,Tampa Bay Rays,Colorado Rockies,12 - 4
1882,21,22/08/2023 17:40,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,4 - 3
1883,21,22/08/2023 18:05,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,6 - 3
1884,21,22/08/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,3 - 6
1885,21,22/08/2023 18:05,Yankee Stadium,New York Yankees,Washington Nationals,1 - 2
1886,21,22/08/2023 18:10,Progressive Field,Cleveland Guardians,Los Angeles Dodgers,8 - 3
1887,21,22/08/2023 18:20,Truist Park,Atlanta Braves,New York Mets,3 - 2
1888,21,22/08/2023 19:10,Minute Maid Park,Houston Astros,Boston Red Sox,7 - 3
1889,21,22/08/2023 19:10,Guaranteed Rate Field,Chicago White Sox,Seattle Mariners,3 - 6
1890,21,22/08/2023 19:10,American Family Field,Milwaukee Brewers,Minnesota Twins,7 - 3
1891,21,22/08/2023 20:38,Angel Stadium,Los Angeles Angels,Cincinnati Reds,3 - 4
1892,21,22/08/2023 20:40,Oakland Coliseum,Oakland Athletics,Kansas City Royals,5 - 4
1893,21,22/08/2023 20:40,Chase Field,Arizona Diamondbacks,Texas Rangers,6 - 3
1894,21,22/08/2023 20:40,Petco Park,San Diego Padres,Miami Marlins,0 - 3
1895,22,23/08/2023 11:35,PNC Park,Pittsburgh Pirates,St. Louis Cardinals,4 - 6
1896,22,23/08/2023 12:10,Comerica Park,Detroit Tigers,Chicago Cubs,4 - 6
1897,22,23/08/2023 13:10,Guaranteed Rate Field,Chicago White Sox,Seattle Mariners,5 - 4
1898,22,23/08/2023 13:10,American Family Field,Milwaukee Brewers,Minnesota Twins,8 - 7
1899,22,23/08/2023 14:37,Oakland Coliseum,Oakland Athletics,Kansas City Royals,0 - 4
1900,22,23/08/2023 15:05,Citizens Bank Park,Philadelphia Phillies,San Francisco Giants,6 - 8
1901,22,23/08/2023 15:07,Angel Stadium,Los Angeles Angels,Cincinnati Reds,4 - 9
1902,22,23/08/2023 15:10,Petco Park,San Diego Padres,Miami Marlins,4 - 0
1903,22,23/08/2023 17:40,Tropicana Field,Tampa Bay Rays,Colorado Rockies,6 - 5
1904,22,23/08/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,7 - 0
1905,22,23/08/2023 18:05,Yankee Stadium,New York Yankees,Washington Nationals,9 - 1
1906,22,23/08/2023 18:10,Progressive Field,Cleveland Guardians,Los Angeles Dodgers,1 - 6
1907,22,23/08/2023 18:20,Truist Park,Atlanta Braves,New York Mets,7 - 0
1908,22,23/08/2023 19:10,Minute Maid Park,Houston Astros,Boston Red Sox,5 - 7
1876,22,23/08/2023 20:38,Angel Stadium,Los Angeles Angels,Cincinnati Reds,3 - 7
1909,22,24/08/2023 12:05,Yankee Stadium,New York Yankees,Washington Nationals,5 - 6
1911,22,24/08/2023 12:10,Tropicana Field,Tampa Bay Rays,Colorado Rockies,5 - 3
1912,22,24/08/2023 13:10,Minute Maid Park,Houston Astros,Boston Red Sox,1 - 17
1910,22,24/08/2023 15:20,Progressive Field,Cleveland Guardians,Los Angeles Dodgers,3 - 9
1913,22,24/08/2023 18:05,PNC Park,Pittsburgh Pirates,Chicago Cubs,4 - 5
1914,22,24/08/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,5 - 3
1915,22,24/08/2023 18:10,Target Field,Minnesota Twins,Texas Rangers,7 - 5
1916,22,24/08/2023 19:10,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,5 - 8
1917,22,24/08/2023 20:40,Chase Field,Arizona Diamondbacks,Cincinnati Reds,3 - 2
1918,22,25/08/2023 17:40,Comerica Park,Detroit Tigers,Houston Astros,4 - 1
1919,22,25/08/2023 17:40,loanDepot park,Miami Marlins,Washington Nationals,4 - 7
1920,22,25/08/2023 17:40,Tropicana Field,Tampa Bay Rays,New York Yankees,2 - 6
1921,22,25/08/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Colorado Rockies,5 - 4
1922,22,25/08/2023 18:05,PNC Park,Pittsburgh Pirates,Chicago Cubs,2 - 1
1923,22,25/08/2023 18:05,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,7 - 2
1924,22,25/08/2023 18:07,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,2 - 5
1925,22,25/08/2023 18:10,Fenway Park,Boston Red Sox,Los Angeles Dodgers,4 - 7
1926,22,25/08/2023 18:10,Citi Field,New York Mets,Los Angeles Angels,1 - 3
1928,22,25/08/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,4 - 12
1927,22,25/08/2023 19:10,Target Field,Minnesota Twins,Texas Rangers,12 - 2
1929,22,25/08/2023 19:10,American Family Field,Milwaukee Brewers,San Diego Padres,7 - 3
1930,22,25/08/2023 20:40,Chase Field,Arizona Diamondbacks,Cincinnati Reds,10 - 8
1931,22,25/08/2023 21:10,T-Mobile Park,Seattle Mariners,Kansas City Royals,7 - 5
1932,22,25/08/2023 21:15,Oracle Park,San Francisco Giants,Atlanta Braves,1 - 5
1933,22,26/08/2023 14:07,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,8 - 3
1934,22,26/08/2023 15:05,Oracle Park,San Francisco Giants,Atlanta Braves,3 - 7
1935,22,26/08/2023 15:10,Fenway Park,Boston Red Sox,Los Angeles Dodgers,8 - 5
1936,22,26/08/2023 15:10,T-Mobile Park,Seattle Mariners,Kansas City Royals,15 - 2
1937,22,26/08/2023 15:10,loanDepot park,Miami Marlins,Washington Nationals,2 - 3
1938,22,26/08/2023 15:10,Tropicana Field,Tampa Bay Rays,New York Yankees,3 - 0
1939,22,26/08/2023 17:10,Comerica Park,Detroit Tigers,Houston Astros,2 - 9
1940,22,26/08/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Colorado Rockies,5 - 4
1941,22,26/08/2023 18:10,Citi Field,New York Mets,Los Angeles Angels,3 - 5
1942,22,26/08/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,6 - 2
1943,22,26/08/2023 18:10,American Family Field,Milwaukee Brewers,San Diego Padres,5 - 4
1944,22,26/08/2023 18:15,PNC Park,Pittsburgh Pirates,Chicago Cubs,6 - 10
1945,22,26/08/2023 18:15,Target Field,Minnesota Twins,Texas Rangers,2 - 6
1946,22,26/08/2023 18:15,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,12 - 1
1947,22,26/08/2023 19:10,Chase Field,Arizona Diamondbacks,Cincinnati Reds,7 - 8
1948,22,27/08/2023 11:05,Citi Field,New York Mets,Los Angeles Angels,3 - 2
1949,22,27/08/2023 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Colorado Rockies,3 - 4
1950,22,27/08/2023 12:35,PNC Park,Pittsburgh Pirates,Chicago Cubs,1 - 10
1951,22,27/08/2023 12:35,Citizens Bank Park,Philadelphia Phillies,St. Louis Cardinals,3 - 0
1962,22,27/08/2023 12:35,Fenway Park,Boston Red Sox,Los Angeles Dodgers,4 - 7
1952,22,27/08/2023 12:37,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,7 - 10
1953,22,27/08/2023 12:40,Comerica Park,Detroit Tigers,Houston Astros,4 - 17
1954,22,27/08/2023 12:40,loanDepot park,Miami Marlins,Washington Nationals,2 - 1
1955,22,27/08/2023 12:40,Tropicana Field,Tampa Bay Rays,New York Yankees,7 - 4
1956,22,27/08/2023 13:10,Target Field,Minnesota Twins,Texas Rangers,7 - 6
1957,22,27/08/2023 13:10,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,6 - 1
1958,22,27/08/2023 13:10,American Family Field,Milwaukee Brewers,San Diego Padres,10 - 6
1960,22,27/08/2023 15:10,Chase Field,Arizona Diamondbacks,Cincinnati Reds,5 - 2
1961,22,27/08/2023 15:10,T-Mobile Park,Seattle Mariners,Kansas City Royals,3 - 2
1959,22,27/08/2023 18:10,Oracle Park,San Francisco Giants,Atlanta Braves,8 - 5
1963,22,28/08/2023 17:40,Citizens Bank Park,Philadelphia Phillies,Los Angeles Angels,6 - 4
1964,22,28/08/2023 17:40,Comerica Park,Detroit Tigers,New York Yankees,1 - 4
1965,22,28/08/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,9 - 0
1966,22,28/08/2023 18:07,Rogers Centre,Toronto Blue Jays,Washington Nationals,6 - 3
1967,22,28/08/2023 18:10,Fenway Park,Boston Red Sox,Houston Astros,5 - 13
1968,22,28/08/2023 18:10,Citi Field,New York Mets,Texas Rangers,3 - 4
1969,22,28/08/2023 18:40,Target Field,Minnesota Twins,Cleveland Guardians,10 - 6
1970,22,28/08/2023 18:45,Busch Stadium,St. Louis Cardinals,San Diego Padres,1 - 4
1971,22,28/08/2023 19:05,Wrigley Field,Chicago Cubs,Milwaukee Brewers,2 - 6
1972,22,28/08/2023 19:10,Kauffman Stadium,Kansas City Royals,Pittsburgh Pirates,0 - 5
1973,22,28/08/2023 19:40,Coors Field,Colorado Rockies,Atlanta Braves,4 - 14
1974,22,28/08/2023 20:40,T-Mobile Park,Seattle Mariners,Oakland Athletics,7 - 0
1975,22,28/08/2023 20:45,Oracle Park,San Francisco Giants,Cincinnati Reds,4 - 1
1976,22,28/08/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,7 - 4
1977,22,29/08/2023 17:40,Citizens Bank Park,Philadelphia Phillies,Los Angeles Angels,12 - 7
1978,22,29/08/2023 17:40,loanDepot park,Miami Marlins,Tampa Bay Rays,2 - 11
1979,22,29/08/2023 17:40,Comerica Park,Detroit Tigers,New York Yankees,2 - 4
1980,22,29/08/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,9 - 3
1981,22,29/08/2023 18:07,Rogers Centre,Toronto Blue Jays,Washington Nationals,4 - 5
1982,22,29/08/2023 18:10,Fenway Park,Boston Red Sox,Houston Astros,2 - 6
1983,22,29/08/2023 18:10,Citi Field,New York Mets,Texas Rangers,1 - 2
1984,22,29/08/2023 18:40,Target Field,Minnesota Twins,Cleveland Guardians,2 - 4
1985,22,29/08/2023 18:45,Busch Stadium,St. Louis Cardinals,San Diego Padres,6 - 5
1986,22,29/08/2023 19:05,Wrigley Field,Chicago Cubs,Milwaukee Brewers,1 - 0
1987,22,29/08/2023 19:10,Kauffman Stadium,Kansas City Royals,Pittsburgh Pirates,3 - 6
1988,22,29/08/2023 19:40,Coors Field,Colorado Rockies,Atlanta Braves,1 - 3
1989,22,29/08/2023 20:40,T-Mobile Park,Seattle Mariners,Oakland Athletics,1 - 3
1990,22,29/08/2023 20:45,Oracle Park,San Francisco Giants,Cincinnati Reds,6 - 1
1991,22,29/08/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,9 - 1
1992,23,30/08/2023 12:05,Citizens Bank Park,Philadelphia Phillies,Los Angeles Angels,8 - 10
1993,23,30/08/2023 12:05,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,5 - 10
1994,23,30/08/2023 12:10,Target Field,Minnesota Twins,Cleveland Guardians,2 - 5
1995,23,30/08/2023 13:15,Busch Stadium,St. Louis Cardinals,San Diego Padres,5 - 4
1996,23,30/08/2023 13:20,Wrigley Field,Chicago Cubs,Milwaukee Brewers,3 - 2
1997,23,30/08/2023 14:07,Rogers Centre,Toronto Blue Jays,Washington Nationals,7 - 0
1998,23,30/08/2023 14:45,Oracle Park,San Francisco Giants,Cincinnati Reds,1 - 4
1999,23,30/08/2023 15:10,Fenway Park,Boston Red Sox,Houston Astros,4 - 7
2000,23,30/08/2023 15:10,T-Mobile Park,Seattle Mariners,Oakland Athletics,5 - 4
2001,23,30/08/2023 17:40,Citi Field,New York Mets,Texas Rangers,6 - 5
2002,23,30/08/2023 17:40,loanDepot park,Miami Marlins,Tampa Bay Rays,0 - 3
2003,23,30/08/2023 17:40,Comerica Park,Detroit Tigers,New York Yankees,2 - 6
2004,23,30/08/2023 19:10,Kauffman Stadium,Kansas City Royals,Pittsburgh Pirates,1 - 4
2005,23,30/08/2023 19:40,Coors Field,Colorado Rockies,Atlanta Braves,3 - 7
2006,23,30/08/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,7 - 0
2007,23,31/08/2023 12:10,Comerica Park,Detroit Tigers,New York Yankees,4 - 3
2008,23,31/08/2023 18:05,Nationals Park,Washington Nationals,Miami Marlins,1 - 6
2009,23,31/08/2023 20:40,Petco Park,San Diego Padres,San Francisco Giants,2 - 7
2010,23,31/08/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,7 - 8
80,23,01/09/2023 12:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,2 - 6
2011,23,01/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Chicago Cubs,3 - 2
2012,23,01/09/2023 18:05,Nationals Park,Washington Nationals,Miami Marlins,5 - 8
2013,23,01/09/2023 18:10,Citi Field,New York Mets,Seattle Mariners,2 - 1
2014,23,01/09/2023 18:10,Progressive Field,Cleveland Guardians,Tampa Bay Rays,3 - 2
2015,23,01/09/2023 19:05,Globe Life Field,Texas Rangers,Minnesota Twins,1 - 5
2016,23,01/09/2023 19:10,Kauffman Stadium,Kansas City Royals,Boston Red Sox,13 - 2
2017,23,01/09/2023 19:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,2 - 4
2018,23,01/09/2023 19:10,Minute Maid Park,Houston Astros,New York Yankees,2 - 6
2019,23,01/09/2023 19:10,American Family Field,Milwaukee Brewers,Philadelphia Phillies,7 - 5
2020,23,01/09/2023 19:15,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,2 - 4
2021,23,01/09/2023 19:40,Coors Field,Colorado Rockies,Toronto Blue Jays,9 - 13
2022,23,01/09/2023 20:40,Chase Field,Arizona Diamondbacks,Baltimore Orioles,4 - 2
2023,23,01/09/2023 20:40,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,9 - 2
2024,23,01/09/2023 20:40,Petco Park,San Diego Padres,San Francisco Giants,7 - 3
2025,23,01/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,3 - 6
2026,23,02/09/2023 15:05,Nationals Park,Washington Nationals,Miami Marlins,5 - 11
2027,23,02/09/2023 15:07,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,2 - 1
2028,23,02/09/2023 17:10,Progressive Field,Cleveland Guardians,Tampa Bay Rays,7 - 6
2029,23,02/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Chicago Cubs,2 - 1
2030,23,02/09/2023 18:10,Kauffman Stadium,Kansas City Royals,Boston Red Sox,5 - 9
2031,23,02/09/2023 18:10,Citi Field,New York Mets,Seattle Mariners,7 - 8
2032,23,02/09/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,0 - 10
2033,23,02/09/2023 18:10,Minute Maid Park,Houston Astros,New York Yankees,4 - 5
2034,23,02/09/2023 18:15,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,6 - 7
2035,23,02/09/2023 18:15,Globe Life Field,Texas Rangers,Minnesota Twins,7 - 9
2036,23,02/09/2023 18:15,American Family Field,Milwaukee Brewers,Philadelphia Phillies,7 - 5
2037,23,02/09/2023 19:10,Chase Field,Arizona Diamondbacks,Baltimore Orioles,3 - 7
2038,23,02/09/2023 19:10,Coors Field,Colorado Rockies,Toronto Blue Jays,8 - 7
2039,23,02/09/2023 19:40,Petco Park,San Diego Padres,San Francisco Giants,6 - 1
2040,23,02/09/2023 20:10,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,2 - 4
2041,23,03/09/2023 11:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,7 - 15
2042,23,03/09/2023 12:05,American Family Field,Milwaukee Brewers,Philadelphia Phillies,2 - 4
2043,23,03/09/2023 12:35,Nationals Park,Washington Nationals,Miami Marlins,4 - 6
2044,23,03/09/2023 12:40,Citi Field,New York Mets,Seattle Mariners,6 - 3
2045,23,03/09/2023 13:10,Kauffman Stadium,Kansas City Royals,Boston Red Sox,3 - 7
2046,23,03/09/2023 13:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,2 - 3
2048,23,03/09/2023 13:15,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,6 - 4
2049,23,03/09/2023 13:35,Globe Life Field,Texas Rangers,Minnesota Twins,6 - 5
2050,23,03/09/2023 14:10,Coors Field,Colorado Rockies,Toronto Blue Jays,5 - 7
2051,23,03/09/2023 15:07,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,10 - 6
2052,23,03/09/2023 15:10,Chase Field,Arizona Diamondbacks,Baltimore Orioles,5 - 8
2053,23,03/09/2023 15:10,Petco Park,San Diego Padres,San Francisco Giants,4 - 0
2054,23,03/09/2023 15:10,Progressive Field,Cleveland Guardians,Tampa Bay Rays,2 - 6
2055,23,03/09/2023 15:10,Dodger Stadium,Los Angeles Dodgers,Atlanta Braves,3 - 1
2047,23,03/09/2023 18:10,Minute Maid Park,Houston Astros,New York Yankees,1 - 6
2096,23,04/09/2023 13:10,Kauffman Stadium,Kansas City Royals,Chicago White Sox,12 - 1
2056,23,04/09/2023 13:20,Wrigley Field,Chicago Cubs,San Francisco Giants,5 - 0
2057,23,04/09/2023 15:05,Globe Life Field,Texas Rangers,Houston Astros,6 - 13
2058,23,04/09/2023 15:07,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,5 - 6
2059,23,04/09/2023 15:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,4 - 2
2060,23,04/09/2023 15:10,Great American Ball Park,Cincinnati Reds,Seattle Mariners,6 - 3
2061,23,04/09/2023 15:10,Tropicana Field,Tampa Bay Rays,Boston Red Sox,3 - 7
2062,23,04/09/2023 17:10,Progressive Field,Cleveland Guardians,Minnesota Twins,6 - 20
2063,23,04/09/2023 17:35,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,4 - 2
2064,23,04/09/2023 17:40,Petco Park,San Diego Padres,Philadelphia Phillies,7 - 9
2065,23,04/09/2023 20:38,Angel Stadium,Los Angeles Angels,Baltimore Orioles,3 - 6
2066,23,05/09/2023 17:10,Progressive Field,Cleveland Guardians,Minnesota Twins,3 - 8
2067,23,05/09/2023 17:35,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,3 - 7
2068,23,05/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Seattle Mariners,7 - 6
2069,23,05/09/2023 17:40,Tropicana Field,Tampa Bay Rays,Boston Red Sox,8 - 6
2070,23,05/09/2023 17:40,loanDepot park,Miami Marlins,Los Angeles Dodgers,6 - 3
2071,23,05/09/2023 18:05,Nationals Park,Washington Nationals,New York Mets,5 - 11
2072,23,05/09/2023 18:05,Yankee Stadium,New York Yankees,Detroit Tigers,5 - 1
2073,23,05/09/2023 18:20,Truist Park,Atlanta Braves,St. Louis Cardinals,6 - 10
2074,23,05/09/2023 18:40,Wrigley Field,Chicago Cubs,San Francisco Giants,11 - 8
2075,23,05/09/2023 18:40,Kauffman Stadium,Kansas City Royals,Chicago White Sox,7 - 6
2076,23,05/09/2023 19:05,Globe Life Field,Texas Rangers,Houston Astros,1 - 14
2077,23,05/09/2023 20:38,Angel Stadium,Los Angeles Angels,Baltimore Orioles,4 - 5
2078,23,05/09/2023 20:40,Chase Field,Arizona Diamondbacks,Colorado Rockies,2 - 3
2079,23,05/09/2023 20:40,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,1 - 7
2080,23,05/09/2023 20:40,Petco Park,San Diego Padres,Philadelphia Phillies,8 - 0
2081,24,06/09/2023 11:35,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,5 - 4
2082,24,06/09/2023 12:10,Progressive Field,Cleveland Guardians,Minnesota Twins,2 - 1
2083,24,06/09/2023 13:20,Wrigley Field,Chicago Cubs,San Francisco Giants,8 - 2
2084,24,06/09/2023 14:37,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,5 - 2
2085,24,06/09/2023 14:40,Chase Field,Arizona Diamondbacks,Colorado Rockies,12 - 5
2086,24,06/09/2023 15:10,Petco Park,San Diego Padres,Philadelphia Phillies,1 - 5
2087,24,06/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Seattle Mariners,4 - 8
2088,24,06/09/2023 17:40,Tropicana Field,Tampa Bay Rays,Boston Red Sox,3 - 1
2089,24,06/09/2023 17:40,loanDepot park,Miami Marlins,Los Angeles Dodgers,11 - 4
2090,24,06/09/2023 18:05,Nationals Park,Washington Nationals,New York Mets,3 - 2
2091,24,06/09/2023 18:05,Yankee Stadium,New York Yankees,Detroit Tigers,4 - 3
2092,24,06/09/2023 18:20,Truist Park,Atlanta Braves,St. Louis Cardinals,6 - 11
2093,24,06/09/2023 18:40,Kauffman Stadium,Kansas City Royals,Chicago White Sox,4 - 6
2094,24,06/09/2023 19:05,Globe Life Field,Texas Rangers,Houston Astros,3 - 12
2095,24,06/09/2023 20:38,Angel Stadium,Los Angeles Angels,Baltimore Orioles,3 - 10
2097,24,07/09/2023 17:40,Tropicana Field,Tampa Bay Rays,Seattle Mariners,0 - 1
2098,24,07/09/2023 17:40,loanDepot park,Miami Marlins,Los Angeles Dodgers,0 - 10
2099,24,07/09/2023 18:05,Yankee Stadium,New York Yankees,Detroit Tigers,3 - 10
2100,24,07/09/2023 18:20,Truist Park,Atlanta Braves,St. Louis Cardinals,8 - 5
2101,24,07/09/2023 18:40,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,2 - 6
2102,24,07/09/2023 20:38,Angel Stadium,Los Angeles Angels,Cleveland Guardians,3 - 2
2103,24,08/09/2023 13:20,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,0 - 1
2104,24,08/09/2023 17:40,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,4 - 9
2105,24,08/09/2023 17:40,Tropicana Field,Tampa Bay Rays,Seattle Mariners,7 - 4
2106,24,08/09/2023 17:40,Comerica Park,Detroit Tigers,Chicago White Sox,0 - 6
2107,24,08/09/2023 18:05,Nationals Park,Washington Nationals,Los Angeles Dodgers,5 - 8
2108,24,08/09/2023 18:05,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,2 - 3
2109,24,08/09/2023 18:05,Yankee Stadium,New York Yankees,Milwaukee Brewers,2 - 8
2110,24,08/09/2023 18:07,Rogers Centre,Toronto Blue Jays,Kansas City Royals,5 - 4
2111,24,08/09/2023 18:10,Fenway Park,Boston Red Sox,Baltimore Orioles,2 - 11
2112,24,08/09/2023 18:20,Truist Park,Atlanta Braves,Pittsburgh Pirates,8 - 2
2113,24,08/09/2023 19:05,Globe Life Field,Texas Rangers,Oakland Athletics,3 - 6
2114,24,08/09/2023 19:10,Minute Maid Park,Houston Astros,San Diego Padres,2 - 11
2115,24,08/09/2023 19:10,Target Field,Minnesota Twins,New York Mets,5 - 2
2116,24,08/09/2023 20:38,Angel Stadium,Los Angeles Angels,Cleveland Guardians,3 - 6
2117,24,08/09/2023 21:15,Oracle Park,San Francisco Giants,Colorado Rockies,9 - 8
2118,24,09/09/2023 13:05,Yankee Stadium,New York Yankees,Milwaukee Brewers,2 - 9
2119,24,09/09/2023 13:10,Target Field,Minnesota Twins,New York Mets,8 - 4
2120,24,09/09/2023 13:20,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,2 - 3
2121,24,09/09/2023 14:07,Rogers Centre,Toronto Blue Jays,Kansas City Royals,5 - 1
2122,24,09/09/2023 15:05,Nationals Park,Washington Nationals,Los Angeles Dodgers,7 - 6
2123,24,09/09/2023 15:05,Tropicana Field,Tampa Bay Rays,Seattle Mariners,7 - 5
2124,24,09/09/2023 15:10,Fenway Park,Boston Red Sox,Baltimore Orioles,12 - 13
2125,24,09/09/2023 17:05,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,8 - 4
2126,24,09/09/2023 17:10,Comerica Park,Detroit Tigers,Chicago White Sox,3 - 1
2127,24,09/09/2023 17:40,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,3 - 4
2128,24,09/09/2023 18:05,Globe Life Field,Texas Rangers,Oakland Athletics,3 - 2
2129,24,09/09/2023 18:10,Minute Maid Park,Houston Astros,San Diego Padres,7 - 5
2130,24,09/09/2023 18:20,Truist Park,Atlanta Braves,Pittsburgh Pirates,4 - 8
2131,24,09/09/2023 20:05,Oracle Park,San Francisco Giants,Colorado Rockies,9 - 1
2132,24,09/09/2023 20:07,Angel Stadium,Los Angeles Angels,Cleveland Guardians,6 - 2
2133,24,10/09/2023 12:05,Citizens Bank Park,Philadelphia Phillies,Miami Marlins,4 - 5
2134,24,10/09/2023 12:10,Tropicana Field,Tampa Bay Rays,Seattle Mariners,6 - 3
2135,24,10/09/2023 12:10,Comerica Park,Detroit Tigers,Chicago White Sox,3 - 2
2136,24,10/09/2023 12:35,Truist Park,Atlanta Braves,Pittsburgh Pirates,5 - 2
2137,24,10/09/2023 12:35,Fenway Park,Boston Red Sox,Baltimore Orioles,7 - 3
2138,24,10/09/2023 12:35,Nationals Park,Washington Nationals,Los Angeles Dodgers,3 - 7
2139,24,10/09/2023 12:35,Yankee Stadium,New York Yankees,Milwaukee Brewers,4 - 3
2140,24,10/09/2023 12:37,Rogers Centre,Toronto Blue Jays,Kansas City Royals,5 - 2
2141,24,10/09/2023 12:40,Great American Ball Park,Cincinnati Reds,St. Louis Cardinals,7 - 1
2142,24,10/09/2023 13:10,Minute Maid Park,Houston Astros,San Diego Padres,12 - 2
2143,24,10/09/2023 13:10,Target Field,Minnesota Twins,New York Mets,0 - 2
2144,24,10/09/2023 13:20,Wrigley Field,Chicago Cubs,Arizona Diamondbacks,5 - 2
2145,24,10/09/2023 13:35,Globe Life Field,Texas Rangers,Oakland Athletics,9 - 4
2147,24,10/09/2023 15:07,Angel Stadium,Los Angeles Angels,Cleveland Guardians,2 - 1
2146,24,10/09/2023 19:10,Oracle Park,San Francisco Giants,Colorado Rockies,6 - 3
1115,24,11/09/2023 12:05,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,8 - 10
2148,24,11/09/2023 17:35,PNC Park,Pittsburgh Pirates,Washington Nationals,2 - 6
2149,24,11/09/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,St. Louis Cardinals,11 - 5
2194,24,11/09/2023 17:40,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,7 - 5
2150,24,11/09/2023 18:07,Rogers Centre,Toronto Blue Jays,Texas Rangers,4 - 10
2151,24,11/09/2023 18:10,Citi Field,New York Mets,Arizona Diamondbacks,3 - 4
2153,24,11/09/2023 18:40,Target Field,Minnesota Twins,Tampa Bay Rays,4 - 7
2155,24,11/09/2023 18:40,American Family Field,Milwaukee Brewers,Miami Marlins,12 - 0
2156,24,11/09/2023 19:10,Minute Maid Park,Houston Astros,Oakland Athletics,0 - 4
2157,24,11/09/2023 19:40,Coors Field,Colorado Rockies,Chicago Cubs,4 - 5
2158,24,11/09/2023 20:40,T-Mobile Park,Seattle Mariners,Los Angeles Angels,5 - 8
2159,24,11/09/2023 20:45,Oracle Park,San Francisco Giants,Cleveland Guardians,5 - 4
